 A B C D E
824 16678 74649 30185 65634 87642
825 69869 95963 73648 59057 40592
826 59502 89997 38934 1031 78293
827 71371 64543 6490 45287 32552
828 17650 4221 56348 76667 62933
829 58492 65534 77605 72531 30485
830 23580 92859 95784 36441 11665
831 80722 69937 67343 16835 70613
832 32850 2938 23362 61654 75090
833 98160 83552 79245 64426 28258
834 69874 6307 96573 2930 13873
835 1935 88359 93778 70548 96193
836 31281 41653 5381 24142 48149
837 63014 81535 49338 85469 22745
838 45678 19251 5996 66894 10329
839 47783 93719 85731 63613 34502
840 20432 18742 79264 16812 32776
841 19589 71652 54791 45913 54251
842 18562 65608 72594 98424 27858
843 77034 79 20520 95396 83422
844 49075 14709 94197 61635 86870
845 9394 30867 68559 12539 79244
846 34368 10322 10799 19605 89393
847 44129 49676 92589 91996 89747
848 68382 31776 66783 26764 47862
849 25237 87769 12371 88967 35308
850 32214 1899 35837 38259 61279
851 23409 3606 80765 5536 50530
852 34569 39064 10390 14464 69658
853 41686 81670 73543 66912 85004
854 11519 55018 44367 92344 18869
855 88210 21523 98015 22966 42527
856 67862 71996 49364 30253 75287
857 55545 42955 51612 27748 50010
858 13517 32733 49257 47949 60110
859 86402 95777 84491 51545 9546
860 48883 8777 46709 89151 84252
861 9483 64039 75543 68141 59824
862 21027 52037 16029 5156 8456
863 17260 95688 68033 10551 51171
864 31169 28957 48869 90317 30553
865 35923 18763 27547 17999 15226
866 16805 9367 21279 47488 81907
867 42648 65531 2468 86051 8953
868 49438 37387 29266 75804 99592
869 96530 47834 90941 60489 51970
870 26258 30716 29124 78084 29039
871 83281 81839 75032 84752 79649
872 20896 10187 36012 59702 38117
873 5020 69633 6029 88195 91112
874 44671 29927 75340 46177 41702
875 31366 34228 18519 9221 15139
876 56852 35889 57919 19537 6498
877 70377 50228 37541 44707 3443
878 53036 15454 71816 44276 62148
879 43246 44351 91335 85109 61013
880 99005 46506 76745 47016 94062
881 40671 36949 27561 29943 39787
882 82528 63084 14992 71509 22911
883 89723 9382 71798 31289 1082
884 76972 53490 43080 6266 58497
885 75092 9931 62564 84725 96725
886 8118 48401 12090 84057 53527
887 52458 74300 68948 28207 73592
888 82542 22029 85766 54981 29188
889 23412 11947 47229 74075 8155
890 24495 42734 91197 42654 75781
891 45232 54968 32916 15718 86846
892 21851 79328 45205 56681 84487
893 38777 12837 94301 6773 77579
894 12100 9099 86386 53203 94507
895 64507 15194 79270 50923 50312
896 7752 19753 33579 92485 20436
897 57465 12973 99566 5360 18771
898 81221 64177 40325 14049 25016
899 10599 27080 90600 77807 31584
900 38815 43157 50781 99224 72301
901 23773 63595 17701 93176 9284
902 90501 59761 75934 97074 26382
903 50491 93498 50946 78915 19372
904 92380 73174 21838 74681 41463
905 66494 57630 51600 5871 25551
906 78342 39543 81223 74881 2919
907 91038 66492 93396 79348 78179
908 67687 51063 65752 45727 82274
909 94681 34597 46 76401 71956
910 45709 34986 31264 88252 30284
911 50135 51410 24561 94362 96134
912 67176 4102 23852 39707 50350
913 87360 2879 67980 88400 18073
914 80193 50578 39359 86281 27151
915 32863 28029 82459 41868 35761
916 15077 58965 48503 73603 94627
917 66492 69149 11456 48399 63967
918 9870 388 68940 10793 71975
919 85227 52755 7360 47352 74258
920 95000 90781 25932 20903 17726
921 17852 9374 41051 90181 76083
922 73092 47366 38803 65769 28284
923 73193 7241 88530 94801 54507
924 91645 63550 79229 22789 7991
925 44082 48746 60743 28802 59682
926 36927 85808 82557 71502 92209
927 71854 6796 887 84257 12699
928 60338 57189 65387 70959 96427
929 91274 34091 61761 35059 71838
930 45214 84758 47280 7347 35456
931 5630 66639 92075 40620 39414
932 42271 78664 75070 4426 87734
933 15279 1351 72779 43829 2885
934 75715 9500 52734 98210 96758
935 60403 55381 67762 97157 23048
936 2033 75043 2808 15687 49246
937 38709 30282 28719 3180 17588
938 5155 22851 8750 79373 31415
939 26132 12738 78925 25116 74106
940 940 69661 67898 59000 16634
941 43087 78478 15429 23802 64020
942 95902 57374 10158 59012 93664
943 67350 17865 27819 4214 73252
944 65647 95729 73955 16864 42887
945 70710 72528 14537 35152 31443
946 28499 24690 97440 78313 73845
947 77906 49253 61050 61429 33600
948 86570 54872 8252 57251 76613
949 88371 10049 42011 57082 97896
950 49693 17520 59186 4305 84110
951 64054 40058 41496 74523 11155
952 53207 4029 70857 75325 9853
953 93240 93609 22327 70666 79596
954 61148 75593 79278 99739 19238
955 15837 76609 33289 28748 9513
956 33597 31859 99060 15776 18855
957 96882 34242 27292 10767 32638
958 79913 51030 35328 63927 56449
959 13329 28022 37087 98227 85185
960 97797 61517 11767 4665 96790
961 6656 53621 23167 59595 30576
962 33170 37441 53236 17712 7323
963 46505 3937 94710 56266 12710
964 96154 70526 55173 81482 883
965 89930 29175 85197 88663 38593
966 83824 50412 93448 5009 66620
967 36969 76803 75459 24246 57909
968 92827 74906 19880 29741 56262
969 25884 20557 91067 57931 74143
970 82971 48349 7149 23224 51378
971 36898 7767 48353 93271 90210
972 86016 21634 98604 87314 14385
973 99647 69559 94309 71653 52818
974 33481 9510 97235 14819 1726
975 10991 90515 52980 69820 76980
976 56055 38277 2435 93646 22332
977 80860 2245 94444 24987 43921
978 22296 90467 6806 42825 63580
979 55732 34393 67727 72399 42866
980 55681 78012 28230 55952 70268
981 44170 48540 69885 12020 85697
982 27530 9729 7056 86010 16355
983 75396 84674 15308 22993 28842
984 63784 94563 51537 88766 42966
985 86383 67845 51240 64709 74107
986 248 10276 76897 87377 46370
987 76674 79958 14123 38049 69736
988 33976 38498 3367 84177 90726
989 78694 42616 36488 6571 46763
990 71198 93884 20115 56939 70215
991 60383 53041 60333 3316 35588
992 27498 93897 24307 51504 17831
993 20740 67045 46799 1753 49246
994 66475 25851 26178 92926 81897
995 33548 41305 2606 72057 90293
996 66539 51217 97083 48284 48175
997 3511 69579 7758 96327 37662
998 19307 56503 97829 35334 50220
999 23246 97227 89362 30475 64021
1000 35834 18087 67742 86067 86049
1001 56845 46658 17366 6929 29917
1002 24644 20406 60207 5425 41769
1003 41472 9360 49588 59010 39
1004 4288 46068 64421 1634 21932
1005 73971 33623 69158 7626 20325
1006 92011 31419 43566 47496 99211
1007 38737 56959 68067 99252 8780
1008 78906 15448 49648 85616 89694
1009 51678 45902 40297 71908 132
1010 22123 90209 7020 93981 94117
1011 98374 93891 20909 48750 15983
1012 21306 24155 84945 13171 71887
1013 58842 55929 18729 54412 83811
1014 19291 73385 16068 20600 35006
1015 81848 97502 98657 85095 39044
1016 81814 84561 13223 57264 95493
1017 45669 68503 9043 67856 88715
1018 74431 50363 25696 8016 59733
1019 73454 51738 49732 81522 7806
1020 5450 60081 6933 26369 76083
1021 85031 11191 75642 64903 31907
1022 95006 11440 8611 40236 53673
1023 96080 68419 73000 23226 78550
1024 71299 83846 9348 11224 72391
1025 69212 62248 60794 60242 48811
1026 30241 243 54145 5157 38028
1027 63097 15108 21619 98426 26999
1028 37983 37063 36008 67803 70542
1029 30284 20503 10299 81743 88670
1030 73756 75969 96649 72396 64159
1031 9687 43905 78816 82538 76640
1032 38679 96740 58761 25903 15927
1033 64915 66737 63528 72250 91386
1034 16747 29199 5901 36798 5487
1035 7964 3013 35410 28798 47072
1036 23616 57647 17205 24018 24772
1037 96701 53013 54283 72116 239
1038 46977 40660 70701 90873 73507
1039 26963 5147 13570 87687 52162
1040 2958 64723 44991 53853 94666
1041 84115 85510 43380 63042 56735
1042 23036 82299 70712 99870 25361
1043 49419 34579 1598 66346 20473
1044 57119 48808 99750 65307 68089
1045 14316 48855 73409 22243 25786
1046 79447 75489 14112 29172 84122
1047 41943 79542 82503 61366 14462
1048 91769 48619 1560 46088 26189
1049 39721 53939 50135 87643 54176
1050 56138 26456 41023 8483 9069
1051 28233 2406 33852 50107 97737
1052 16829 80924 80144 14431 14786
1053 84788 47141 47642 63720 90192
1054 88976 40405 25102 80283 92408
1055 62799 8538 75992 61826 5861
1056 25289 73451 25129 58202 2080
1057 24909 59667 15483 63156 13562
1058 37718 82454 61513 27924 48101
1059 42632 39211 87076 54044 89353
1060 26887 2743 79278 38629 17232
1061 33659 33690 79859 58429 77587
1062 9214 62201 45262 67048 87758
1063 47973 67372 41760 2010 41483
1064 38207 92975 16150 30626 62273
1065 94925 75053 37989 19736 39368
1066 9182 92707 99231 84721 51583
1067 25212 85672 79131 17761 97298
1068 71188 79641 86117 6742 42306
1069 19333 77299 53571 6034 56911
1070 87820 97880 65640 88415 54652
1071 10189 9210 83093 15575 19608
1072 30762 93563 82039 50403 59433
1073 4765 94582 41365 81773 21535
1074 87439 88795 42613 89854 24071
1075 32096 69851 90827 72044 38038
1076 63918 52740 54292 93153 26144
1077 6070 65617 1244 75489 79935
1078 75698 58592 37755 78586 29604
1079 93418 24921 55575 62995 70044
1080 91969 21723 47278 24912 70978
1081 69890 72862 60309 96952 78981
1082 31361 41719 10903 99546 97133
1083 27256 6672 89823 41379 39999
1084 50388 28390 95712 51799 7905
1085 82241 83316 36865 32886 16577
1086 93586 57411 55677 62503 29549
1087 93262 96958 27593 51490 51035
1088 41444 84092 13124 64316 84071
1089 40105 94360 55852 61381 77429
1090 69502 6260 66340 30558 14715
1091 16977 39507 4991 31006 5017
1092 80431 40035 46820 75865 63215
1093 1209 85913 4807 32102 28737
1094 21058 19189 48442 45013 72089
1095 94448 99834 20142 96991 73168
1096 43035 79435 28045 91577 81558
1097 5854 14954 76796 25635 71332
1098 74227 79121 33795 28624 70077
1099 84902 35642 73820 40552 28944
1100 53444 67536 49073 37444 50605
1101 70012 25839 39955 67480 10017
1102 71157 5884 89037 11042 75421
1103 56328 16469 47253 58551 59162
1104 87758 59060 96626 3183 33680
1105 225 39717 42472 65174 50906
1106 26876 91293 8225 71720 98421
1107 44665 71736 4404 92837 15302
1108 58813 61770 73823 46421 10412
1109 1274 78967 7423 30915 20171
1110 36969 87403 44573 15814 69019
1111 26558 25873 96388 42041 40053
1112 72668 31465 61267 36754 5586
1113 657 46909 57044 67617 96944
1114 16807 72366 49789 39881 82745
1115 44378 60124 68862 75363 13504
1116 36359 94906 79724 82351 42624
1117 34398 15906 97360 43176 68629
1118 5212 19792 39408 30819 20005
1119 9376 66056 35060 86818 98975
1120 41570 84634 46303 89430 21815
1121 26739 85764 20359 38455 57927
1122 6252 76952 98333 62339 27565
1123 56881 88153 57793 41374 75040
1124 71629 96834 26836 30782 64268
1125 49137 83315 41471 77326 12109
1126 76355 1108 79306 75697 28108
1127 58360 22828 73634 37990 97475
1128 52403 12374 50441 54679 32840
1129 66344 22634 51226 83720 64604
1130 86562 16370 76181 93876 32837
1131 58589 67215 66584 16908 11202
1132 27222 3248 27187 5806 66653
1133 73174 86562 62688 86191 50206
1134 41039 1030 20100 11953 33203
1135 66884 69596 3183 70535 11206
1136 86125 89158 63558 85311 23521
1137 64056 78730 68846 40354 50690
1138 50142 64030 12247 3103 637
1139 74795 38187 99067 25512 86092
1140 83444 8885 92048 32455 45093
1141 97302 91275 69311 71048 58342
1142 40987 74499 65331 30356 25084
1143 83300 17301 57410 30461 54771
1144 26131 71698 60413 16802 74909
1145 79629 38139 46300 46955 36886
1146 49419 51405 97938 16440 84890
1147 16532 37149 33084 60684 40744
1148 74216 55703 16820 30799 83979
1149 31617 45861 84559 47498 61150
1150 80135 8159 51284 36054 59407
1151 54960 6814 76169 15013 1122
1152 55442 23429 88092 23829 66006
1153 64506 82604 66544 26709 72032
1154 28518 30415 41427 74443 17525
1155 87096 65437 72138 73206 41375
1156 37317 20477 52258 23284 39405
1157 41099 90820 19036 56468 32079
1158 16296 77543 82321 95851 46516
1159 29627 88736 30543 5931 57394
1160 35974 62297 76630 76500 68602
1161 90003 79001 53371 84001 52887
1162 92814 82190 33970 61963 65265
1163 90161 70944 20152 14475 5149
1164 66360 25333 30223 87095 98097
1165 60659 1207 82534 94049 40308
1166 31966 85861 48693 76532 9159
1167 42657 70011 76788 97168 12220
1168 65555 74234 44652 43523 54145
1169 49923 4793 96353 67106 2497
1170 46459 77471 91370 70424 67233
1171 92914 6658 41341 99160 99490
1172 8248 67163 7537 43507 58016
1173 17062 59582 48493 82704 97933
1174 93386 94600 11136 35872 49311
1175 2706 45313 28986 67564 73366
1176 4634 83284 99425 25258 74486
1177 81313 4551 7094 89458 84171
1178 54536 63930 93896 50714 88451
1179 5717 4361 8800 30622 119
1180 80492 28344 41061 59676 50831
1181 34464 93200 2764 42391 6067
1182 30921 90889 67442 34033 1948
1183 72168 10427 61303 81305 24741
1184 48276 5599 61029 75158 30269
1185 54663 36969 86796 2170 33266
1186 46827 61573 3004 76535 43523
1187 1959 36889 5342 98628 7466
1188 11046 86065 34314 23679 27729
1189 76569 91447 89438 88379 95550
1190 40021 34219 75208 80355 86983
1191 97264 24280 58851 97760 2916
1192 98713 60437 12566 90787 20962
1193 51078 17182 97577 58141 43423
1194 65775 58611 56701 31800 7294
1195 8845 31552 8107 46747 18929
1196 71901 13673 86341 31141 6289
1197 10328 75568 81466 26371 79552
1198 58445 98297 56244 21357 84572
1199 90020 11544 25759 62950 5369
1200 51371 17088 54290 70024 75590
1201 2189 80233 18912 81230 93286
1202 40686 52922 57197 42349 71177
1203 31319 93790 31371 29904 49748
1204 56609 45186 19006 28593 90892
1205 18729 52040 46603 3309 55446
1206 28315 57981 62991 12234 18133
1207 88096 45500 20427 8918 70817
1208 57278 86187 97156 45414 6012
1209 59122 84172 5739 49285 99014
1210 11547 49367 53242 39109 75148
1211 45662 42183 75967 32284 51049
1212 70857 42987 39191 43976 29915
1213 43255 50481 16492 16586 27745
1214 81854 3236 68865 70574 19180
1215 47372 70001 11569 49282 79371
1216 46506 61996 52551 59499 56343
1217 69006 74442 64985 11222 96678
1218 42080 79824 949 29539 36969
1219 32725 79638 74918 5793 34248
1220 80258 13840 36995 65483 21870
1221 52279 52883 64841 46598 28825
1222 57442 37536 74562 17637 10793
1223 69683 25613 46452 33774 37076
1224 61101 53485 78012 35584 62902
1225 85120 6870 66514 52757 57437
1226 96356 44293 38412 57095 7857
1227 13060 14131 23002 96401 72877
1228 24264 33876 40112 34756 21327
1229 34038 61487 93330 3652 96306
1230 1307 94068 19343 99927 54063
1231 57439 45618 89527 70691 10453
1232 54236 66376 73199 70116 929
1233 30312 69362 6645 66280 28038
1234 63746 14761 88678 6365 18821
1235 94453 68503 62529 17183 52967
1236 84694 98969 85421 10107 38123
1237 75991 55766 46269 40214 9609
1238 58804 18844 59733 15754 1786
1239 43178 93404 45353 96860 39770
1240 17942 77146 63139 30738 82964
1241 6983 63400 14657 61616 64221
1242 93902 46878 99604 68909 55654
1243 87898 54587 43898 16088 34599
1244 15784 16244 82668 57344 7169
1245 41597 93096 39955 99559 85524
1246 28062 1945 76752 13459 97767
1247 35713 63176 11701 51321 79954
1248 72022 37706 94666 89541 93444
1249 11424 79588 11165 64854 89218
1250 84118 49195 91333 71292 39450
1251 97686 9892 67181 71865 9175
1252 51016 87485 19141 98393 84588
1253 58028 8700 33340 35515 19610
1254 66884 39808 99383 16770 48614
1255 87077 66449 74827 33551 12313
1256 65594 75311 98975 40238 27870
1257 52070 73414 14176 9559 30181
1258 66644 59328 3661 94890 96428
1259 9685 31981 78865 2844 48096
1260 65595 74759 73079 6861 57234
1261 48642 92260 28769 55136 91084
1262 75201 37050 7665 65380 9786
1263 46931 81939 93457 9080 99170
1264 57217 19191 77863 72251 18895
1265 76584 95395 52166 36350 37916
1266 603 15425 8685 13378 37568
1267 78490 37910 98170 6132 45077
1268 42556 6712 88727 53674 7193
1269 94786 68343 62683 98304 60206
1270 70936 81149 48468 30677 3893
1271 32951 3893 28958 62645 41450
1272 51618 41242 43332 87937 26667
1273 48772 48778 74173 93449 7044
1274 23457 8207 36031 39272 17293
1275 70799 51249 97459 67120 69139
1276 14467 14059 77616 41171 98729
1277 39252 18626 92621 34683 36809
1278 2152 96229 2890 29913 61060
1279 24594 22165 25317 86943 13576
1280 46149 81881 59634 44418 32436
1281 24274 2063 7273 35123 39318
1282 48729 90121 97535 62206 39450
1283 61083 4429 32304 87028 2086
1284 68242 18315 46213 38166 59372
1285 37152 92364 652 3095 41536
1286 39851 28746 98662 68744 37680
1287 19464 97381 81818 7553 59095
1288 39071 31675 55319 87292 97538
1289 69811 21587 47392 6509 74311
1290 92946 67178 91651 86430 64350
1291 55216 26354 4097 7224 13070
1292 29582 1274 39712 93475 67806
1293 93907 67911 6709 13353 86807
1294 71252 54985 93604 52388 22919
1295 74079 11363 95745 99983 97690
1296 54321 63857 78418 41006 14302
1297 13830 37135 17422 20649 75459
1298 17602 69414 59201 51047 2008
1299 15697 65986 50498 9622 21526
1300 44442 78980 13642 57008 77380
1301 23924 17215 97096 73885 24142
1302 71623 50863 7696 28081 26063
1303 75099 6386 77090 15117 7040
1304 3694 23181 58821 76140 47758
1305 98435 42171 20366 15224 36327
1306 55408 52143 55699 55772 2339
1307 92839 20712 22502 50226 79136
1308 45543 85624 93991 36599 22073
1309 51171 99334 1983 89652 3297
1310 7295 31417 1666 40735 34921
1311 9051 58263 17746 48602 71300
1312 24015 92029 56107 38195 79250
1313 80759 79271 51829 23423 44783
1314 20288 56061 61936 88538 35736
1315 80113 27893 5612 25936 88560
1316 82990 41203 22034 20908 96281
1317 86126 6665 80246 93940 84675
1318 51974 35193 2735 23264 47015
1319 11357 39449 19089 89265 88900
1320 56479 37734 65382 726 58368
1321 79562 16515 47612 32462 49703
1322 68521 93017 8351 3915 63188
1323 70252 72783 45175 52659 41266
1324 25494 72937 66832 41465 31877
1325 15425 83278 75948 99218 29210
1326 46665 17976 80110 28503 53128
1327 67056 57520 20260 97372 95370
1328 67179 40522 52973 59713 25680
1329 59164 8264 18096 88132 39173
1330 34622 45964 92430 79726 97050
1331 76997 93562 13518 26541 32310
1332 7114 90054 41320 85404 80994
1333 88683 31822 91190 71066 92985
1334 40828 28725 76481 36547 83256
1335 90699 74901 86208 42070 61083
1336 94055 99726 46048 95528 43695
1337 74379 79921 98935 45266 85090
